title,url,date,summary,MediaAgency,title_english,summary_english,tags
Ottakkomban Suresh Gopi Malayalam Movie 1.10526987,https://www.mathrubhumi.com/movies-music/news/ottakkomban-suresh-gopi-malayalam-movie-1.10526987,21-04-2025,"ശ്രീ ഗോകുലം മൂവീസിൻ്റെ ബാനറിൽ ഗോകുലം ഗോപാലൻ നിർമിച്ച് നവാഗതനായ മാത്യൂസ് തോമസ് സംവിധാനം ചെയ്യുന്ന ഒറ്റക്കൊമ്പൻ എന്ന ചിത്രത്തിൻ്റെ രണ്ടാം ഘട്ട ചിത്രീകരണം തിങ്കളാഴ്ച്ച തൊടുപുഴയിൽ ആരംഭിച്ചു. അറക്കുളം ശ്രീധർമ്മശാസ്താ ശ്രീ  മഹാദേവ ക്ഷേത്രത്തിൽ സുരേഷ് ഗോപി,",Mathrubhumi,Ottakkomban Suresh Gopi Malayalam Movie 1.10526987,"The second step in Thodupuzha, directed by Gokulam Mathews Thomas, was built in Sri Gokulam Mathew Thomas in the banner of Sri Gokulam Mathewsan.Arakkuki Sreedriddha Srrorrhashastha Srr Mahadeva Temple,","{'pers': ['Ottakkomban', 'Gokulam Mathews Thomas', 'Gokulam Mathew Thomas', 'Suresh Go', 'MathewsArakkuki Sreedriddha Srrorrhashastha Srr Mahadeva Temple', 'Gokulam'], 'miscs': ['Malayalam'], 'locs': ['Kerala, 685584, India', 'Saraburi Province, Thailand'], 'events': []}"
India Buldhana Hair Nail Loss 1.10526808,https://www.mathrubhumi.com/health/news/india-buldhana-hair-nail-loss-1.10526808,21-04-2025,"മുംബൈ: മഹാരാഷ്ട്രയിലെ ബുൽധാന ജില്ലയിലെ ഷെഗാവ്, നന്ദുര, ഖാംഗാവ് താലൂക്കുകളിൽ മുടികൊഴിച്ചിൽ ഉണ്ടായവരുടെ നഖവും പൊഴിയുന്ന സംഭവം പഠിക്കാൻ കേന്ദ്രസംഘമെത്തും. കേന്ദ്ര ആരോഗ്യവകുപ്പിന്റെ നിർദേശത്തെത്തുടർന്ന് ഒമ്പത സംഘമാണ് ജില്ലയിലെത്തുന്നത്. കഴിഞ്ഞ ദിവസങ്ങളിൽ",Mathrubhumi,India Buldhana Hair Nail Loss 1.10526808,"The Central Body will learn the incident of SHEAVAL, NANDER, the Nandura and Khangavean Taluk, Mumbai in Mumbai.The nine team reaches the direction of the Central Health Department.In the past days","{'locs': ['Maharashtra, 443404, India', 'India', 'Mumbai, Maharashtra, India'], 'orgs': ['Central Body', 'Buldhana Hair Nail', 'Central Health Department'], 'events': []}"
Two Youth Dies In Accident At Thiruvananthapuram 1.10562960,https://www.mathrubhumi.com/news/kerala/two-youth-dies-in-accident-at-thiruvananthapuram-1.10562960,05-05-2025,"വിഴിഞ്ഞം: തിരുവനന്തപുരത്ത് മൂന്നുപേർ സഞ്ചരിച്ച ബൈക്ക് അപകടത്തിൽപ്പെട്ട് രണ്ടു യുവാക്കൾക്ക് ദാരുണാന്ത്യം. വിഴിഞ്ഞം കോട്ടപ്പുറം സ്വദേശികളായ ഷാരോൺ(19), ടിനോ (20) എന്നിവരാണ് മരിച്ചത്. അനുഷാദ് (19) എന്നയാളാണ് ഇവർക്കൊപ്പമുണ്ടായിരുന്ന മൂന്നാമൻ.",Mathrubhumi,Two Youth Dies In Accident At Thiruvananthapuram 1.10562960,"Vizhinjam Distribution to Thiruvananthapuram, two youths in accident.Sharon 19 and Tinu 20, a native of Vizhinjam Kottappuram, died by Sharon 19 and Tinu 20.The third was the third III.","{'locs': ['Kerala, 695521, India', 'Kerala, 695001, India'], 'orgs': ['Vizhinjam'], 'pers': ['Tin', 'Sharon'], 'events': ['accident']}"
Listin Stephen Reacts On Controversies Nivin Pauli Sandra Thomas 1.10562952,https://www.mathrubhumi.com/movies-music/news/listin-stephen-reacts-on-controversies-nivin-pauli-sandra-thomas-1.10562952,05-05-2025,കൊച്ചി: താനുൾപ്പെട്ട വിവാദങ്ങളിൽ പ്രതികരണവുമായി ചലച്ചിത്ര നിർമാതാവ് ലിസ്റ്റിൻ സ്റ്റീഫൻ. താൻ ഒരു നടന്റേയും പേര് പറഞ്ഞിട്ടില്ല എന്ന് പറഞ്ഞ ലിസ്റ്റിൻ സ്റ്റീഫൻ നടന്റെ ആരാധകർ തനിക്കെതിരെ സൈബർ ആക്രമണം നടത്തുന്നുവെന്ന് ആരോപിച്ചു. മലയാള സിനിമയിലെ,Mathrubhumi,Listin Stephen Reacts On Controversies Nivin Pauli Sandra Thomas 1.10562952,"Filmmaker Listin Stephen with response to Cochin controversy.The Liestin 'fans' daughters who said that he did not name any actor, alleged that Seerfan actor is taking cybercrecy against him.In Malayalam cinema","{'pers': ['Seerf', 'Listin Stephen', 'Cochin', 'Nivin Paul', 'Sandra Thomas', 'Lies'], 'miscs': ['Malayalam'], 'events': []}"
Man Arrested For Stabbing A Guest At A Wedding In Calicut Kerala 1.10562914,https://www.mathrubhumi.com/crime/news/man-arrested-for-stabbing-a-guest-at-a-wedding-in-calicut-kerala-1.10562914,05-05-2025,കോഴിക്കോട്: കല്ലായിയിൽ വിവാഹ വീട്ടിൽ വരന്റെ സുഹൃത്തിനെ കുത്തിപ്പരിക്കേൽപ്പിച്ച സംഭവത്തിൽ പ്രതി മുബീൻ പിടിയിൽ. കോഴിക്കോട് കോതിപ്പാലത്ത് വെച്ചാണ് മുബീനെ പന്നിയങ്കര പോലീസ് പിടികൂടിയത്.  സംഭവത്തിന് ശേഷം പ്രതി മംഗലാപുരത്തേക്ക് കടന്നിരുന്നു. ശേഷം തിരിച്ച്,Mathrubhumi,Man Arrested For Stabbing A Guest At A Wedding In Calicut Kerala 1.10562914,"According to the accused in the event of the incident of the wedding house in Kalikkode, Kallai, the accused was gripped.Milken was arrested at Kozhikode Code of Kozhikode.After the incident, the defendant was to Mangalore.Afterwards","{'locs': ['Karnataka, 575001, India', 'Kerala, 673001, India'], 'events': []}"
Defence Secretary Is Meeting Pm Sources 1.10562955,https://www.mathrubhumi.com/news/india/defence-secretary-is-meeting-pm-sources-1.10562955,05-05-2025,ന്യൂഡൽഹി: പാകിസ്താന്റെ നിരന്തരപ്രകോപനത്തിന് പിന്നാലെ പ്രതിരോധ സെക്രട്ടറിയുമായി നിർണായക കൂടിക്കാഴ്ച നടത്തി പ്രധാനമന്ത്രി നരേന്ദ്ര മോദി. പ്രതിരോധ സെക്രട്ടറി രാജേഷ് കുമാർ സിങ്ങുമായി മോദി കൂടിക്കാഴ്ച നടത്തിയെന്ന് അടുത്തവൃത്തങ്ങളെ ഉദ്ധരിച്ച് ദേശീയ മാധ്യമങ്ങൾ,Mathrubhumi,Defence Secretary Is Meeting Pm Sources 1.10562955,Prime Minister Narendra Modi has met a crucial secretary after the construction of Pakistan in the construction of Pakistan.National media quotes National media quotes Modi as a Rajesh Kumar Singh,"{'pers': ['Narendra Modi', 'Rajesh Kumar Singh', 'Modi'], 'locs': ['Pakistan'], 'events': ['politics']}"
Jiostar Opposes Unified Tv Ott Regulation 1.10562957,https://www.mathrubhumi.com/technology/news/jiostar-opposes-unified-tv-ott-regulation-1.10562957,05-05-2025,ടെലിവിഷൻ ചാനലുകളും ഡിജിറ്റൽ പ്ലാറ്റ്‌ഫോമുകളും ഏകീകൃത നിയന്ത്രണങ്ങൾക്ക് കീഴിൽ കൊണ്ടുവരുന്നത് ഒഴിവാക്കണമെന്ന ആവശ്യവുമായി ജിയോസ്റ്റാർ വൈസ് ചെയർമാൻ ഉദയ് ശങ്കർ. ഈ രണ്ട് പ്ലാറ്റ്‌ഫോമുകളുടെയും അടിസ്ഥാന സവിശേഷതകൾ ചൂണ്ടിക്കാട്ടിയാണ് ഉദയ് ശങ്കർ,Mathrubhumi,Jiostar Opposes Unified Tv Ott Regulation 1.10562957,GioDar Vice Chairman Uday Shankar is the need to avoid bringing the television channels and digital platforms under unified restrictions.Uday Shankar is pointing out the basic features of both platforms,"{'orgs': ['Jiostar Op', 'GioDar', 'Tv Ott'], 'pers': ['Uday ShankarUday Shankar'], 'events': ['politics']}"
Anju Kurian Actor Making Mango Thera Candy Home Recipe 1.10560710,https://www.mathrubhumi.com/food/news/anju-kurian-actor-making-mango-thera-candy-home-recipe-1.10560710,04-05-2025,സോഷ്യൽമീഡിയയിൽ സജീവമായ നടിയാണ് അഞ്ജു കുര്യൻ. തന്റെ വീട്ടിൽ മാങ്ങാ തെര എന്ന പലഹാരമുണ്ടാക്കുന്നതിന്റെ വീഡിയോ പങ്കുവെച്ചിരിക്കുകയാണിപ്പോൾ താരം. വേനൽക്കാലത്ത് പഴമക്കാർ വീടുകളിൽ സജീവമായി തയ്യാറാക്കിയിരുന്ന മധുരപലഹാരമാണ് മാങ്ങാ തെര. ഇതിനെ ഒരു,Mathrubhumi,Anju Kurian Actor Making Mango Thera Candy Home Recipe 1.10560710,Anju Kurien is active active in socialia.The video of the video is shared by a voyage of debanga looking for her home.MangaSearch is the desser that was active in the homes of the falls in the summer.This is a,"{'pers': ['Anju KurienSearch', 'Anju Kurian'], 'locs': ['Isle of Man'], 'orgs': ['Home Re', 'The'], 'events': []}"
Muralidharan Attacks Pinarayi Vijayans Udfs Projects 1.10560708,https://www.mathrubhumi.com/news/kerala/muralidharan-attacks-pinarayi-vijayans-udfs-projects-1.10560708,04-05-2025,തിരുവനന്തപുരം: മുഖ്യമന്ത്രി പിണറായി വിജയനെ കടുത്തഭാഷയിൽ അധിക്ഷേപിച്ച് കോൺഗ്രസ് നേതാവ് കെ. മുരളീധരൻ. സന്താനോത്പാദനശേഷിയില്ലാത്ത ആളെപ്പോലെയാണ് വിഴിഞ്ഞം തുറമുഖത്തിനുള്ള മുഖ്യമന്ത്രിയുടെ അവകാശവാദമെന്ന് മുരളീധരൻ പറഞ്ഞു. ഒരു നാണവുമില്ലാതെ യുഡിഎഫ് പദ്ധതികളുടെ,Mathrubhumi,Muralidharan Attacks Pinarayi Vijayans Udfs Projects 1.10560708,Congress leader K is an abuse of Chief Minister Pinarayi Vijayan in Thiruvananthapuram.Muralitharan.Muralitharan said the Chief Minister of the Vizhinjam port is like the unpunished of a child.Of UDF plans without a shame,"{'pers': ['Pinarayi Vijayan', 'Pinarayi Vijayans Udfs Projects', 'Muralidharan'], 'orgs': ['UDF', 'Congress'], 'locs': ['Kerala, 695521, India'], 'events': ['politics']}"
Ukraine Destroyed Russian Jet Seaborne Drone 1.10560707,https://www.mathrubhumi.com/news/world/ukraine-destroyed-russian-jet-seaborne-drone-1.10560707,04-05-2025,കീവ്: കോടികൾ വിലയുള്ളതാണ് യുദ്ധവിമാനങ്ങൾ. അത്തരത്തിലൊരു യുദ്ധവിമാനം വിലകുറഞ്ഞ ഡ്രോണുകൾ ഉപയോഗിച്ച് തകർത്താലോ. അത്തരമൊരു ചരിത്രം രചിച്ചിരിക്കുകയാണ് യുക്രൈൻ. റഷ്യയുടെ എസ്.യു-30 യുദ്ധവിമാനത്തിനെയാണ് സീ ഡ്രോണിൽ നിന്ന് തൊടുത്ത മിസൈൽ ഉപയോഗിച്ച്,Mathrubhumi,Ukraine Destroyed Russian Jet Seaborne Drone 1.10560707,Fighter roles are worth crickers worth crores.Such a fighter descends with cheaper drones.The UKrain is written by such a history.With the Missile of Russia's SU-30 War Donam,"{'locs': ['Ukraine', 'Ouaka, Central African Republic'], 'miscs': ['Russian Jet Seaborne Dr'], 'orgs': ['Russia'], 'events': []}"
Colon Cancer Prevention Nuts Seeds 1.10560673,https://www.mathrubhumi.com/health/news/colon-cancer-prevention-nuts-seeds-1.10560673,04-05-2025,"ലോകമാകെ അർബുദം ബാധിച്ചുള്ള മരണങ്ങളിൽ രണ്ടാമതാണ് കുടലിലെ അർബുദം. ഏറ്റവും സാധാരണയായി കാണപ്പെടുന്ന മൂന്നാമത്തെ അർബുദവും കുടലിലാണ്. അതിൽ തന്നെ ​ഗുരുതരമായ രോ​ഗങ്ങളിൽ ഒന്നാണ് വൻകുടലിനേയും മലാശയത്തേയും ബാധിക്കുന്ന കോളോറെക്ടർ കാൻസർ. ഇപ്പോഴിതാ, കോളോറെക്ടർ കാൻസർ",Mathrubhumi,Colon Cancer Prevention Nuts Seeds 1.10560673,"The second is the second time in the event of causing the world and cancer.The third most common cancer is also on the intestines.The Colororector Cancer is one of serious diseases.Now, Cologic Cancer","{'orgs': ['Colon Cancer Prevention Nuts Seeds'], 'miscs': ['Colororector Cancer', 'Cancer'], 'events': []}"
Neet Fake Hall Ticket Case Pathanamthitta 1.10560704,https://www.mathrubhumi.com/careers/news/neet-fake-hall-ticket-case-pathanamthitta-1.10560704,04-05-2025,പത്തനംതിട്ട: നീറ്റ് പരീക്ഷയ്ക്കിടെ വ്യാജ ഹാൾ ടിക്കറ്റുമായി വിദ്യാർഥി പിടിയിലായ സംഭവത്തിൽ വഴിത്തിരിവ്. നെയ്യാറ്റിൻകര സ്വദേശിയായ അക്ഷയ സെന്റർ ജീവനക്കാരിയാണ് തനിക്ക് ഹാൾ ടിക്കറ്റ് നൽകിയതെന്ന് വിദ്യാർഥി മൊഴി നൽകി. ഇതിന്റെ അടിസ്ഥാനത്തിൽ ഇവരെ പോലീസ് ചോദ്യം,Mathrubhumi,NEet Fake Hall Tickket Case Pathanamta 1.10560704,"The student was hit by a student in the event with a fake hall ticket during the Pathanamthitta Net Ticket.The student gave him statement that the Akshaya Center, Neyyattinkara, was a nieryattinkara.Based on this, the police question","{'orgs': ['Pathanamthitta Net TT', 'Akshaya Center', 'Case Pathanamta'], 'locs': ['Thiruvananthapuram, Kerala, India'], 'events': []}"
Australian Election Labour Party Win Anthony Albanese 1.10558612,https://www.mathrubhumi.com/news/world/australian-election-labour-party-win-anthony-albanese-1.10558612,03-05-2025,സിഡ്‌നി: ഓസ്‌ട്രേലിയൻ പൊതുതിരഞ്ഞെടുപ്പിൽ പ്രധാനമന്ത്രി ആന്തണി ആൽബനീസിന്റെ നേതൃത്വത്തിലുള്ള മധ്യഇടത് കക്ഷിയായ ലേബർപാർട്ടി ഭരണത്തിലേക്ക്. പാർലമെന്റിലെ 150 അംഗ അധോസഭയിൽ 81 സീറ്റിലാണ് ലേബർപാർട്ടി മുന്നിട്ടുനിൽക്കുന്നത്. പീറ്റർ ഡ്യൂട്ടൺ നയിക്കുന്ന പ്രതിപക്ഷമായ,Mathrubhumi,Australian Election Labour Party Win Anthony Albanese 1.10558612,"In the Sydney Australian general election to the Central Indi Albanics, the Laborpartti rule of Central Indiga Leducated.In the 150 member of Parliament, the Laborpart is 81 seats.The opposition of the Peter Dutyton","{'orgs': ['Central Indi Albanics', 'Laborpartti', 'Australian Election Labour Party', 'Central Indiga Leducated', 'Laborpart'], 'pers': ['Anthony Albanese', 'Peter Dutyton'], 'miscs': ['Sydney Australian'], 'events': ['politics']}"
Woman Gang Raped By Three Kannur Thalassery 1.10558599,https://www.mathrubhumi.com/crime/news/woman-gang-raped-by-three-kannur-thalassery-1.10558599,03-05-2025,"കണ്ണൂർ: തലശ്ശേരിയിൽ യുവതിയെ കൂട്ട ബലാത്സംഗം ചെയ്ത കേസിൽ മൂന്ന് പേർ അറസ്റ്റിൽ.  മുഴപ്പിലങ്ങാട് സ്വദേശി പ്രജിത്ത്, ബിഹാർ ദുർഗാപുർ സ്വദേശി ആസിഫ്, പ്രാണപുർ സ്വദേശി സാഹബൂൽ എന്നിവരാണ് അറസ്റ്റിലായത്.  ഇക്കഴിഞ്ഞ ഏപ്രിൽ 26 നായിരുന്നു കേസിനാസ്പദമായ സംഭവം നടന്നത്.",Mathrubhumi,Woman Gang Raped By Three Kannur Thalassery 1.10558599,"Three arrested in case of gang-raped in Kannur Thalassery.The arrested were Acif and Acif from Bihar Durgapur, a native of Bihar Durgapur.The incident took place in the last April 26.","{'locs': ['Kerala, 670100, India', 'Purnia, Bihar, India'], 'pers': ['Aci'], 'events': []}"
Fake Wedding Party Becoming Trend Know Details 1.10558304,https://www.mathrubhumi.com/lifestyle/news/fake-wedding-party-becoming-trend-know-details-1.10558304,03-05-2025,"'എപ്പോഴാ കല്യാണം കഴിക്കുന്നത്?' -യുവാക്കൾ കേട്ട് സഹികെടുന്ന ചോദ്യമാണിത്. പ്രായപൂർത്തിയാകുന്നതിന് മുമ്പേ കല്യാണം നടത്തണമെന്ന് ആഗ്രഹിക്കുന്ന പഴഞ്ചൻ ചിന്താഗതിയുള്ളവർ മാത്രമല്ല, അല്ലാതെയും ചിലർ ഈ ചോദ്യം ചോദിക്കാറുണ്ട്. വിവാഹവേളകൾ ആഘോഷത്തിനുള്ള",Mathrubhumi,Fake Wedding Party Becoming Trend Know Details 1.10558304,"'When do you eat a wedding?'- This is the question that heard the reigners.Not only is the old-minded people who want to take a wedding before puberty, but also some.For the festival of wedding",{'events': []}
Murukan Kattakada Innagurates Gramodhaya 1.10558445,https://www.mathrubhumi.com/thiruvananthapuram/news/murukan-kattakada-innagurates-gramodhaya-1.10558445,03-05-2025,"കാട്ടാക്കട: കേരള കാർഷിക സർവകലാശാലയുടെ കീഴിലുള്ള വെള്ളായണി കാർഷിക കോളേജിലെ നാലാം വർഷ ബിരുദ വിദ്യാർത്ഥികളുടെ ഒരാഴ്ച നീണ്ടുനിൽക്കുന്ന ഗ്രാമ സഹവാസ പരിപാടി ഗ്രാമോദയ 2025 പ്രശസ്ത കവി മുരുകൻ കാട്ടാക്കട ഉദ്ഘാടനം ചെയ്തു.  വെള്ളായണി കാർഷിക കോളേജ്,  കാർഷിക വിജ്ഞാന",Mathrubhumi,Murukan kattakada Innagurates Gramodhaya 1.10558445,"The Gramodiaa inaugurated the Salvation Pocobox Dynasty Program under the Kerala Agricultural University of Kattakada Kerala Agricultural University.Vellayani Agricultural College, Agricultural Knowledge","{'pers': ['Mu'], 'orgs': ['Gramodhaya', 'Kerala Agricultural UniversityVellayani Agricultural College Agricultural Knowledge', 'Kerala Agricultural University of Kattakada', 'Gramodiaa'], 'miscs': ['Salvation Pocobox Dynasty Program'], 'events': []}"
Neighbor Stabbed Three People In Kozhikode 1.10558496,https://www.mathrubhumi.com/crime/news/neighbor-stabbed-three-people-in-kozhikode-1.10558496,03-05-2025,"കോഴിക്കോട്: വടകര കുട്ടോത്ത് മൂന്നുപേർക്ക് അയൽവാസിയുടെ കുത്തേറ്റു. മലച്ചാൽ പറമ്പത്ത് ശശി, സഹോദരൻ രമേശൻ, അയൽവാസി ചന്ദ്രൻ എന്നിവർക്കാണ് കുത്തേറ്റത്. ഇവരുടെ അയൽവാസി മലച്ചാൽ പറമ്പത്ത് ഷാനോജാണ് അക്രമം നടത്തിയത്.   പരിക്കേറ്റ മൂന്നുപേരെയും",Mathrubhumi,Neighbor Stabbed Three People In Kozhikode 1.10558496,"Vadakara Kudakathy, Vadakara Kutotod, the neighbor of the neighbor.If you hide the Parambad Shashi, brother Ramesh and our neighbor Chandran.If their neighbor was hill, Parambad Shanjan was conducted.And all three injured men","{'locs': ['Kerala, 673001, India'], 'pers': ['Ramesh', 'Ku', 'Vadakara', 'Chandra', 'Paramba', 'Para', 'Vadakara Kudak'], 'orgs': ['Shan'], 'events': []}"
Linto Joseph Thiruvambadi Mla Inagurates Childrens Summer Vacation Shop 1.10555647,https://www.mathrubhumi.com/lifestyle/news/linto-joseph-thiruvambadi-mla-inagurates-childrens-summer-vacation-shop-1.10555647,02-05-2025,'കുട്ടികളെന്തെങ്കിലും ആഗ്രഹം പറഞ്ഞാൽ അതങ്ങ് സാധിച്ചുകൊടുക്കണം'. ആൻമരിയ കലിപ്പിലാണ് എന്ന ചിത്രത്തിലെ സിദ്ദിഖിന്റെ കഥാപാത്രം പറയുന്ന ഡയലോഗാണ് ഇത്. അങ്ങനെ കുട്ടികൾ പറഞ്ഞ ഒരു ആഗ്രഹം സാധിച്ചുകൊടുത്തതിന്റെ ത്രില്ലിലാണ് തിരുവമ്പാടി എംഎൽഎ ലിന്റോ ജോസഫ്.,Mathrubhumi,Linto Joseph Thiruvambadi Mla Inaugurates Children's Summer Vacation SHOP 1.10555647,"'If children speak, it is to achieve'.The character of Siddique is the dialogue in the movie 'Kalip.Thiruvambady MLA Linto Joseph is located in the thrill of the Tiruvambadi MLA Lint.","{'pers': ['Siddique', 'Linto Joseph', 'Linto Joseph Tmba'], 'orgs': ['KalipThiruvambady'], 'locs': ['Kerala, 686572, India'], 'events': []}"
Amur Falcon Completes Non Stop 3 800 Km Long Flight In 93 Hours 1.10555479,https://www.mathrubhumi.com/environment/news/amur-falcon-completes-non-stop-3-800-km-long-flight-in-93-hours-1.10555479,02-05-2025,ന്യൂഡൽഹി: സൊമാലിയയിൽനിന്ന് വിശ്രമമില്ലാതെ മണിക്കൂറുകൾ നീണ്ട യാത്രയ്‌ക്കൊടുവിൽ ഒരു അതിഥി ഇന്ത്യയിലെത്തിയ സന്തോഷത്തിലാണ് ഗവേഷകർ. ചിയുലുയാൻ 2 എന്ന് പേരുനൽകിയിരിക്കുന്ന ആൺ വിഭാഗത്തിൽപ്പെടുന്ന അമുർ ഫാൽക്കൺ (Falco amurensis) ആണ് ആ അതിഥി.,Mathrubhumi,Amur Falcon Completes Non Stop 3 800 Km Long Flight In 93 Hours 1.10555479,"Researchers are happily taken by a guest from traveling to India at a long journey from Somalia.The guest is Amur Falcon Falco Amurensis, which is the male named male named Chiulian 2.","{'orgs': ['Falconco Amuren', 'Amur Falcon'], 'locs': ['Somalia', 'India'], 'pers': ['Amur', 'Chiuli'], 'events': []}"
Youth Died Of Lightning Strike At Varkala 1.10555563,https://www.mathrubhumi.com/news/kerala/youth-died-of-lightning-strike-at-varkala-1.10555563,02-05-2025,"വർക്കല: വർക്കല ഇലകമണിൽ പെയ്ത ശക്തമായ മഴയ്ക്കൊപ്പം ഉണ്ടായ ഇടിമിന്നലിൽ യുവാവ് മരിച്ചു. വിളപ്പുറം വാർഡിൽ ചാരുംകുഴി ലക്ഷംവീട് കുന്നുംപുറം കോളനിയിൽ താമസിക്കുന്ന രാജമണി, ദീപ ദമ്പതികളുടെ മകൻ രാജേഷ് (19) ആണ് മരിച്ചത്. രാത്രി എട്ടുമണിയോടെയാണ് അപകടം സംഭവിച്ചത്.",Mathrubhumi,Youth Died Of Lightning Strike At Varkala 1.10555563,"The young man died in the thunderbolt of a strong rainy rainfall in Varkala Varkala Palakkun.The deceased is Rajamani, Deepa couple's son Rajamani, Deepa couple in colony colonies.The accident happened at around eight hours.","{'locs': ['Kerala, 695145, India'], 'pers': ['Rajamani Deep'], 'events': ['accident']}"
Kozhikode Medical College Fire Scare 1.10555738,https://www.mathrubhumi.com/news/kerala/kozhikode-medical-college-fire-scare-1.10555738,02-05-2025,കോഴിക്കോട്: മെഡിക്കൽ കോളേജിലുണ്ടായ പുകയിൽ മൂന്നുപേർ മരിച്ചതായി ടി. സിദ്ദിഖ് എം.എൽ.എ. വയനാട് കല്പറ്റ മേപ്പാടി സ്വദേശി നസീറ (44) മരിച്ചതായി ബന്ധുക്കൾ അറിയിച്ചെന്ന് സിദ്ദിഖ് മാധ്യമങ്ങളോട് പറഞ്ഞു. മറ്റു രണ്ടുപേരും മരിച്ചിട്ടുണ്ട്. പുക ഉയർന്ന സമയത്ത്,Mathrubhumi,Kozhikode Medical College Fire Scare 1.10555738,"Three killed in Kozhikode Medical College, T.Siddique MLASiddiqueq told the media that the relatives told the media that the Lazira had died of 44 Wayanad Kalpetta Meppadi.The other two have died.Smoke at the time of high","{'orgs': ['Wayana', 'Kozhikode Medical College Fire Sc', 'Kozhikode Medical College TSidqueSiddiqueq'], 'pers': ['Kapet', 'Lazi'], 'events': ['accident']}"
Dubai International Airport Welcomes 23 4 Million Passengers In Q1 2024 1.10555740,https://www.mathrubhumi.com/travel/news/dubai-international-airport-welcomes-23-4-million-passengers-in-q1-2024-1.10555740,02-05-2025,ഈ വർഷത്തിന്റെ ആദ്യ മൂന്ന് മാസത്തിൽ മാത്രമായി 2.34 കോടി യാത്രക്കാരെ സ്വാഗതം ചെയ്തതായി ദുബായ് അന്താരാഷ്ട്ര വിമാനത്താവളം അധികൃതർ അറിയിച്ചു. ലോകത്തിലെ മുൻനിര അന്താരാഷ്ട്ര വിമാനത്താവളമെന്ന പദവി കൂടുതൽ ശക്തമാക്കുന്നതാണ് പുതിയ കണക്കുകൾ. ആഗോള ലക്ഷ്യസ്ഥാനമെന്ന,Mathrubhumi,Dubai International Airport Welcomes 23 4 Million Passengers In Q1 2024 1.10555740,The international airport was welcomed by the first three months of this year.The new figures will make the status of the world's leading international airport.Global destination,"{'locs': ['Dubai International Airport, Dubai, United Arab Emirates'], 'events': []}"
Suhas Shetty Hacked Death Political Murder 1.10554679,https://www.mathrubhumi.com/crime/news/suhas-shetty-hacked-death-political-murder-1.10554679,01-05-2025,മംഗളൂരു: മംഗളൂരു നഗരത്തിൽ വീണ്ടും കൊലപാതകം. ബജ്റംഗ്ദൾ  പ്രവർത്തകൻ സുഹാസ് ഷെട്ടിയാണ് കൊല്ലപ്പെട്ടത്. വ്യാഴാഴ്ച വൈകുന്നേരം കിന്നിപ്പടവ് ബാജ്‌പെയിലാണ് സംഭവം. ഒരു സംഘം യുവാക്കൾ സുഹാസ് ഷെട്ടിയെ പിന്തുടർന്ന് വെട്ടിക്കൊലപ്പെടുത്തുകയായിരുന്നു. സിസിടിവിയിൽ,Mathrubhumi,Suhas Shetty Hacked Death Political Murder 1.10554679,The murder of murder in Mangaloreu Mangalore.The Bajrang Dal activist Suhas Shetty was killed.The incident occurred in the Thursday evening in Kinipadav Bajpage.A group of youths were chasing the Subhas Shetty and height.In CCTV,"{'pers': ['Suhas Shetty', 'Subhas Shetty'], 'locs': ['Karnataka, 575001, India'], 'orgs': ['Bajrang Dal', 'Kinipadav BajpageA'], 'events': ['politics']}"
Woman Shares How Chatgpt Saved Her Life When She Was Pregnant Goes Viral 1.10554677,https://www.mathrubhumi.com/lifestyle/news/woman-shares-how-chatgpt-saved-her-life-when-she-was-pregnant-goes-viral-1.10554677,01-05-2025,കേവലം കൗതുകത്തിനപ്പുറം എഐ ടൂളുകൾ ജീവിതത്തിന്റെ ഭാഗമായിക്കൊണ്ടിരിക്കുകയാണ്. ഗൂഗിൾ സെർച്ചിനേക്കാൾ കൃത്യതയോടെ വിവരങ്ങൾ നൽകാൻ കഴിയുന്ന എഐ ചാറ്റ് ബോട്ടുകൾ നമുക്ക് ഇന്ന് ലഭ്യമാണ്. ജോലിയുടെ ഭാഗമായും മറ്റുമാണ് പ്രധാനമായി ആളുകൾ എഐ ടൂളുകൾ ഉപയോഗിക്കുന്നത്.,Mathrubhumi,Woman Shares How Chatgpt Saved Her Life When She Was Pregnant Goes Viral 1.10554677,AI tools are being part of the life.The AI ​​Chat Bots that can provide information with Google Search than Google Search is available for us today.People use AI tools as important as part of work and others.,"{'miscs': ['Google Search', 'AI', 'Bo'], 'events': []}"
